Time,Avg_Intelligence,Avg_Knowledge,Truth_Adoption,Apparent_Truth,Truth_Distortion,Avg_Suppression,Event_Horizon,Beyond_Horizon,Lifecycle_Intensity,Lifecycle_Phase,Inflation_Multiplier,Is_Inflating,Dark_Energy_Effect,Background_Knowledge
138,95.67152466176314,0.00019511643083876766,188.54159930702946,187.25460976840685,0.036989538622618154,0.009388631302903244,197.3995868490933,True,2.9136,2,1.2,True,0.005844496044159031,0.26243771354163914
139,95.26645377560986,0.00018536060929682927,189.79159930702946,188.50617972873832,0.03541957829114234,0.00893075805759889,187.77262605806487,True,2.9274,2,1.2,True,0.005865633531035614,0.2456745972144193
140,94.80649518109587,0.0001760925788319878,191.04159930702946,189.75768450568967,0.03391480133978352,0.008495214768649312,178.6151611519778,True,2.94,2,1.2,True,0.00588669511955801,0.22709057883078693
141,94.29406730253208,0.0001672879498903884,192.29159930702946,191.00912672563462,0.0324725813948413,0.00808091243049843,169.90429537298624,True,2.9514,2,1.2,True,0.005907681621486289,0.2074265445584358
142,93.73154794316576,0.00015892355239586895,193.54159930702946,192.26050891358972,0.03109039343975277,0.007686815147054563,161.6182486099686,True,2.9616000000000002,2,1.2,True,0.005928593834212768,0.18746643739035673
143,93.1212728118339,0.0001509773747760755,194.79159930702946,193.51183349687267,0.029765810156787656,0.007311937541609416,153.73630294109125,True,2.9706,2,1.2,True,0.005949432541115532,0.1680060038115802
144,92.46553434777971,0.0001434285060372717,196.04159930702946,194.76310280864337,0.028496498386081832,0.0069553422930719545,146.23875083218832,True,2.9784000000000006,2,1.2,True,0.005970198511900856,0.14982106989794258
145,91.76658081508815,0.0001362570807354081,197.29159930702946,196.01431909133032,0.02728021569913377,0.006616137792356895,139.10684586143907,True,2.9850000000000003,2,1.2,True,0.005990892502934931,0.13363661157870327
146,91.02661564041887,0.0001294442266986377,198.54159930702946,197.26548449994556,0.02611480708389981,0.006293475913068022,132.3227558471379,True,2.9904,2,1.2,True,0.006011515257565328,0.12009785213403841
147,90.24779696977862,0.0001229720153637058,199.79159930702946,198.51660110529082,0.02499820173864146,0.005986549890902406,125.86951826136044,True,2.9946,2,1.2,True,0.0060320675064325585,0.1097445391789813
148,89.43223742199774,0.00011682341459552052,201.04159930702946,199.76767089705777,0.023928409971699566,0.005694592306473232,119.73099781804812,True,2.9976,2,1.2,True,0.006052549967772119,0.10298942662928147
149,88.58200401835902,0.0001109822438657445,202.29159930702946,201.01869578682505,0.02290352020439504,0.005416873166507787,113.89184612946464,True,2.9994,2,1.2,True,0.006072963347707365,0.10010181950530506
150,87.69911826948604,0.00010543313167245724,203.54159930702946,202.26967761095517,0.02192169607428532,0.005152698078622868,108.33746333015573,True,3.0,2,1.2,True,0.006093308340533558,0.10119683759071382
151,71.0934099549763,0.0001001614750888344,204.79159930702946,203.5206181333934,0.020981173636037208,5.236663241269041,103.05396157245735,True,2.9994,2,1.2,True,0.006113585628993397,0.10623082596997202
152,53.27574043682607,9.515340133439267e-05,206.04159930702946,175.7351696465032,29.056429660526263,5.556761971182127,104733.26482538081,True,2.9976,2,1.2,True,0.006133795884544363,0.11500309541206738
153,36.070892751322546,9.039573126767303e-05,207.29159930702946,174.33335988796188,31.708239419067578,5.349059817795213,111135.23942364253,True,2.9946,2,1.2,True,0.006153939767618151,0.12716392321684067
154,19.640148894634237,8.587594470428938e-05,208.54159930702946,177.01872533088647,30.272873976142996,5.095146574379971,106981.19635590426,True,2.9904,2,1.2,True,0.00617401792787249,0.14222849555542683
155,3.970859096355558,8.158214746907491e-05,209.79159930702946,180.0260551421064,28.515544164923057,4.8474193328573145,101902.93148759942,True,2.985,2,1.2,True,0.006194031004435616,0.1595962354676935
156,-10.967553294391916,7.750304009562115e-05,211.04159930702946,182.9460638384177,26.845535468611764,4.611092166922225,96948.38665714629,True,2.9783999999999997,2,1.2,True,0.006213979626143657,0.1785747459704116
157,-25.20656677279701,7.362788809084009e-05,212.29159930702946,185.74721776897962,25.294381538049834,4.386215822885249,92221.8433384445,True,2.9706,2,1.2,True,0.006233864411771179,0.19840741373999018
158,-38.77671574441281,6.994649368629808e-05,213.54159930702946,188.43686271317,23.854736593859457,4.172298578388337,87724.31645770498,True,2.9616000000000002,2,1.2,True,0.006253685970255142,0.21830357289805882
159,-51.70740965930061,6.644916900198317e-05,214.79159930702946,191.02514445404756,22.516454852981894,3.9688132933435005,83445.97156776673,True,2.9514,2,1.2,True,0.006273444900912478,0.2374700263649462
160,-64.02693578981913,6.3126710551884e-05,216.04159930702946,193.5213647267214,21.270234580308042,3.7752520026631693,79376.26586687,True,2.94,2,1.2,True,0.006293141793651527,0.2551426681241691
161,-75.76248306652698,5.9970375024289804e-05,217.29159930702946,195.93376205553454,20.1078372514949,3.591130796277015,75505.04005326338,True,2.9274,2,1.2,True,0.006312777229177529,0.27061694571803346
162,-86.94016896502094,5.697185627307531e-05,218.54159930702946,198.26962906994055,19.02197023708892,3.4159892856261416,71822.6159255403,True,2.9136,2,1.2,True,0.0063323517791923955,0.283275948530778
163,-97.58506729677512,5.412326345942155e-05,219.79159930702946,200.53544206186152,18.00615724516794,3.249389526869302,68319.78571252283,True,2.8986,2,1.2,True,0.006351866006588919,0.29261500206805285
164,-107.72123651214478,5.141710028645046e-05,221.04159930702946,202.73697262276073,17.05462668426874,3.0909149339811557,64987.790537386034,True,2.8824,2,1.2,True,0.006371320465639649,0.2982617877364141
165,-117.37174833260796,4.8846245272127945e-05,222.29159930702946,204.8793817142585,16.162217592770958,2.940169237970731,61818.29867962311,True,2.8649999999999998,2,1.2,True,0.006390715702180579,0.2999911860107267
166,-126.55871656763823,4.6403933008521546e-05,223.54159930702946,206.96729905437908,15.324300252650364,2.7967754961016498,58803.38475941462,True,2.8464,2,1.2,True,0.0064100522537898375,0.29773425123922587
167,-135.30332598998905,4.408373635809547e-05,224.79159930702946,209.00489039738056,14.536708909648901,2.660375149349899,55935.509922032994,True,2.8266,2,1.2,True,0.006429330649961546,0.2915809602890819
168,-143.62586115817777,4.187954954019069e-05,226.04159930702946,210.9959148045099,13.79568450251955,2.53062712582076,53207.50298699798,True,2.8056,2,1.2,True,0.006448551412274987,0.2817766254526442
169,-151.54573508846107,3.9785572063181154e-05,227.29159930702946,212.94377360051504,13.097825706514408,2.4072069878915987,50612.5425164152,True,2.7834,2,1.2,True,0.00646771505455926,0.26871211462047395
170,-159.08151769087235,3.779629346002209e-05,228.54159930702946,214.85155239090042,12.440046916129027,2.289806120948883,48144.139757831974,True,2.7600000000000002,2,1.2,True,0.006486822083053556,0.2529082686120024
171,-166.2509638950401,3.590647878702099e-05,229.79159930702946,216.72205726116403,11.819542045865427,2.1781309616909454,45796.122418977655,True,2.7354000000000003,2,1.2,True,0.006505872996563185,0.23499513689566623
172,-173.07104140161044,3.411115484766994e-05,231.04159930702946,218.55784607696734,11.233753230062106,2.0719022640668654,43562.61923381891,True,2.7096,2,1.2,True,0.006524868286611524,0.215686859504841
173,-179.5579580042297,3.240559710528644e-05,232.29159930702946,220.3612556420478,10.680343664981663,1.9708544010159321,41438.045281337305,True,2.6826,2,1.2,True,0.006543808437587976,0.19575319652830486
174,-185.72718843527645,3.0785317250022115e-05,233.54159930702946,222.13442534002604,10.157173967003427,1.874734700261671,39417.08802031864,True,2.6544,2,1.2,True,0.006562693926892093,0.17598884020462185
175,-191.59350069594558,2.9246051387521006e-05,234.79159930702946,223.8793177804398,9.662281526589648,1.7833028124995856,37494.69400523342,True,2.625,2,1.2,True,0.0065815252250739815,0.1571817330503849
176,-197.17098183793527,2.7783748818144954e-05,236.04159930702946,225.59773688321314,9.193862423816324,1.6963301103987352,35666.05624999171,True,2.5944000000000003,2,1.2,True,0.006600302795971099,0.14008165507857348
177,-202.47306316994803,2.6394561377237703e-05,237.29159930702946,227.29134376535438,8.750255541675086,1.6135991169143584,33926.6022079747,True,2.5625999999999998,2,1.2,True,0.00661902709684155,0.12537033243550838
178,-207.5125448675388,2.507483330837582e-05,238.54159930702946,228.9616707358482,8.32992857118126,1.534902961482016,32271.982338287165,True,2.5296,2,1.2,True,0.006637698578494013,0.11363425913070441
179,-212.30161996958978,2.3821091642957025e-05,239.79159930702946,230.61013365701407,7.931465650015394,1.4600448627334541,30698.05922964032,True,2.4954,2,1.2,True,0.006656317685414378,0.10534131537150374
180,-216.85189774891242,2.2630037060809173e-05,241.04159930702946,232.23804289111064,7.553556415918826,1.388837636440719,29200.897254669082,True,2.46,2,1.2,True,0.0066748848558892005,0.10082211465568842
181,-221.1744264482204,2.149853520776871e-05,242.29159930702946,233.8466130181356,7.1949862888938485,1.3211032274581105,27776.752728814376,True,2.4233999999999996,2,1.2,True,0.006693400522126086,0.10025682325463521
182,-225.27971537603122,2.0423608447380276e-05,243.54159930702946,235.4369714833768,6.854627823652663,1.2566722644916037,26422.06454916221,True,2.3856,2,1.2,True,0.006711865110371076,0.10366797755262391
183,-229.17775635997464,1.9402428025011262e-05,244.79159930702946,237.01016631033124,6.531432996698228,1.1953836365824178,25133.445289832074,True,2.3466,2,1.2,True,0.006730279041023137,0.11091958559231387
184,-232.87804455755742,1.84323066237607e-05,246.04159930702946,238.56717299533454,6.224426311694916,1.1370840902457209,23907.672731648356,True,2.3064,2,1.2,True,0.006748642728745838,0.12172254864493501
185,-236.38959862668435,1.7510691292572665e-05,247.29159930702946,240.10890068399286,5.932698623036597,1.08162784625712,22741.681804914417,True,2.265,2,1.2,True,0.00676695658257631,0.13564618666430006
186,-239.7209802602037,1.663515672794403e-05,248.54159930702946,241.6361977157668,5.655401591262645,1.028876235128683,21632.5569251424,True,2.2224,2,1.2,True,0.0067852210060315365,0.1521354081411585
187,-242.88031309045135,1.580339889154683e-05,249.79159930702946,243.14985661139875,5.39174269563072,0.9786973503630158,20577.52470257366,True,2.1786,2,1.2,True,0.006803436397212103,0.17053283984997425
188,-245.87530097124915,1.5013228946969486e-05,251.04159930702946,244.6506185679549,5.140980739074577,0.9309657186183278,19573.947007260314,True,2.1336000000000004,2,1.2,True,0.006821603148903428,0.19010503424497105
189,-248.71324564608062,1.4262567499621011e-05,252.29159930702946,246.13917751779076,4.902421789238698,0.8855619859597408,18619.314372366556,True,2.0873999999999997,2,1.2,True,0.006839721648674596,0.21007170969925076
190,-251.4010638122564,1.3549439124639959e-05,253.54159930702946,247.61618380050643,4.675415506523018,0.8423726194123023,17711.239719194815,True,2.04,2,1.2,True,0.006857792278974824,0.22963685787093854
191,-253.94530359179652,1.2871967168407959e-05,254.79159930702946,249.08224749074634,4.459351816283106,0.8012896230694263,16847.452388246045,True,1.9913999999999998,2,1.2,True,0.006875815417227653,0.24802047804382593
192,-256.35216042053196,1.2228368809987564e-05,256.04159930702946,250.53794141935572,4.253657887673738,0.7622102680468926,16025.792461388526,True,1.9416,2,1.2,True,0.006893791435922924,0.2644896732944873
193,-258.62749236756355,1.1616950369488183e-05,257.29159930702946,251.98380392079923,4.057795386230219,0.7250368356071404,15244.205360937853,True,1.8905999999999996,2,1.2,True,0.006911720702706601,0.2783878687798293
194,-260.776834897738,1.1036102851013773e-05,258.54159930702946,253.42034133576692,3.8712579712625352,0.6896763728115406,14500.736712142807,True,1.8384000000000005,2,1.2,True,0.006929603580468496,0.2891609873041444
195,-262.80541509021475,1.0484297708463084e-05,259.79159930702946,254.84803029444365,3.6935690125857996,0.6560404600896461,13793.527456230811,True,1.7850000000000001,2,1.2,True,0.0069474404274279715,0.2963795386284088
196,-264.7181653265201,9.96008282303993e-06,261.04159930702946,256.26731980292544,3.5242795041040176,0.6240449901442231,13120.809201792921,True,1.7304000000000004,2,1.2,True,0.006965231597217665,0.2997557418907805
197,-266.519736461723,9.462078681887933e-06,262.29159930702946,257.6786331526608,3.362966154368667,0.5936099576392102,12480.899802884462,True,1.6746,2,1.2,True,0.00698297743896528,0.29915499852141403
198,-268.2145104925302,8.988974747793536e-06,263.54159930702946,259.0823696705251,3.2092296365043205,0.5646592591447177,11872.199152784204,True,1.6176,2,1.2,True,0.00700067829737354,0.29460125826269085
199,-269.8066127362008,8.539526010403858e-06,264.79159930702946,260.4789063251523,3.0626929818771504,0.5371205028388241,11293.185182894353,True,1.5594000000000001,2,1.2,True,0.007018334512798294,0.28627606436856756
200,-270.9514843480148,8.112549709883664e-06,266.04159930702946,261.868599203411,2.923000103618435,0.5109248274903241,10742.41005677648,True,1.15,3,1.2,True,0.007035946421324883,0.2745113160479349
201,-271.7284892910981,7.706922224389481e-06,267.29159930702946,263.2517848693916,2.7898144376378866,0.48600673026979163,10218.496549806481,True,0.7999200000000001,3,1.2,True,0.007053514354842783,0.2597760366905255
202,-272.4868645608626,7.321576113170006e-06,268.54159930702946,264.6287816169301,2.662817690099341,0.46230390295839985,9720.134605395831,True,0.7996800000000001,3,1.2,True,0.007071038641118572,0.24265767538445668
203,-273.22737183341144,6.955497307511505e-06,269.79159930702946,265.9998906255206,2.5417086815088483,0.43975707614492493,9246.078059167996,True,0.79928,3,1.2,True,0.00708851960386728,0.22383868717488922
204,-273.95073792734047,6.60772244213593e-06,271.04159930702946,267.3653970284263,2.426202278603183,0.4183098710213575,8795.141522898499,True,0.79872,3,1.2,True,0.007105957562822165,0.2040693257349858
205,-274.65765604851947,6.277336320029134e-06,272.29159930702946,268.72557090088577,2.3160284061437078,0.3979086584065226,8366.19742042715,True,0.798,3,1.2,True,0.007123352833802934,0.1841377331195291
206,-275.34878700365454,5.963469504027676e-06,273.54159930702946,270.0806681754981,2.2109311315313738,0.37850242464520084,7958.173168130452,True,0.79712,3,1.2,True,0.00714070572878249,0.16483851902831836
207,-276.0247603823636,5.665296028826292e-06,274.79159930702946,271.4309314911522,2.1106678158772394,0.36004264404742686,7570.048492904017,True,0.79608,3,1.2,True,0.007158016555952203,0.14694108222497904
208,-276.6861757076157,5.382031227384977e-06,276.04159930702946,272.77659098122905,2.015008325800417,0.34248315754899433,7200.852880948537,True,0.79488,3,1.2,True,0.00717528561978578,0.13115893703623296
209,-277.33360355448986,5.112929666015727e-06,277.29159930702946,274.11786500623754,1.9237343007919414,0.3257800572897603,6849.663150979886,True,0.79352,3,1.2,True,0.007192513221101744,0.11812126778731524
210,-277.9675866373083,4.857283182714941e-06,278.54159930702946,275.4549608355421,1.8366384714873527,0.30989157682112917,6515.601145795205,True,0.792,3,1.2,True,0.007209699657124571,0.10834784520843663
211,-278.5886408652811,4.614419023579194e-06,279.79159930702946,276.7880752823893,1.7535240246401635,0.29477798666818317,6197.831536422583,True,0.79032,3,1.2,True,0.007226845221544524,0.10222830481599793
212,-279.1972563668779,4.383698072400234e-06,281.04159930702946,278.11739529603994,1.6742040109895076,0.2804014949853067,5895.559733363663,True,0.7884800000000001,3,1.2,True,0.007243950204576208,0.10000661337411963
213,-279.7938984832082,4.164513168780222e-06,282.29159930702946,279.44309851445576,1.5985007925736952,0.2667261530568921,5608.029899706134,True,0.7864800000000001,3,1.2,True,0.007261014893015884,0.10177134270963656
214,-280.3790087307515,3.9562875103412115e-06,283.54159930702946,280.7653537806673,1.526245526362176,0.25371776540683205,5334.523061137842,True,0.7843200000000001,3,1.2,True,0.0072780395702975705,0.1074521386328672
215,-280.95300573383264,3.7584731348241506e-06,284.79159930702946,282.0843216256636,1.4572776813658472,0.24134380429202137,5074.355308136641,True,0.782,3,1.2,True,0.007295024516547974,0.11682252573714018
216,-281.5162861272812,3.5705494780829432e-06,286.04159930702946,283.400154720386,1.3914445866434535,0.2295733283660621,4826.876085840428,True,0.7795200000000001,3,1.2,True,0.007311970008640269,0.12950893625857518
217,-282.0692254297538,3.392022004178796e-06,287.29159930702946,284.712998299176,1.3286010078534964,0.21837690530978496,4591.466567321241,True,0.77688,3,1.2,True,0.007328876320246751,0.14500560304396584
218,-282.6121788882354,3.2224209039698557e-06,288.54159930702946,286.0229905568201,1.2686087502093386,0.2077265382351247,4367.538106195699,True,0.7740800000000001,3,1.2,True,0.007345743721890407,0.1626947228911378
219,-283.1454822942602,3.0612998587713628e-06,289.79159930702946,287.3302630211467,1.2113362858827648,0.1975955956783218,4154.530764702494,True,0.77112,3,1.2,True,0.0073625724809954236,0.18187108641303124
220,-283.66945277242166,2.9082348658327944e-06,291.04159930702946,288.6349409029591,1.1566584040703516,0.18795874500739446,3951.911913566436,True,0.768,3,1.2,True,0.00737936286193665,0.20177019251054137
221,-284.1843895417589,2.7628231225411544e-06,292.29159930702946,289.9371434249399,1.1044558820895638,0.17879188907736746,3759.174900147889,True,0.7647200000000001,3,1.2,True,0.007396115126088063,0.2215987266188224
222,-284.6905746506249,2.6246819664140967e-06,293.54159930702946,291.23698413102005,1.0546151760093938,0.17007210597486158,3575.837781547349,True,0.7612800000000001,3,1.2,True,0.00741282953187023,0.24056618765553425
223,-285.18827368565434,2.493447868093392e-06,294.79159930702946,292.53457117758444,1.0070281294450416,0.1617775917013737,3401.4421194972315,True,0.7576800000000001,3,1.2,True,0.007429506334796827,0.2579164028044271
224,-285.67773645545975,2.3687754746887223e-06,296.04159930702946,293.8300076077704,0.9615916992590595,0.15388760565192688,3235.551834027474,True,0.75392,3,1.2,True,0.00744614578752021,0.27295767373928587
225,-286.15919764969203,2.250336700954286e-06,297.29159930702946,295.1233916100157,0.9182076970137489,0.14638241875275698,3077.7521130385376,True,0.75,3,1.2,True,0.007462748139876069,0.28509035245341185
226,-286.63287747410425,2.1378198659065714e-06,298.54159930702946,296.414816761917,0.8767825451124566,0.13924326412835525,2927.6483750551397,True,0.74592,3,1.2,True,0.007479313638927205,0.29383074733335546
227,-287.09898226226403,2.0309288726112427e-06,299.79159930702946,297.7043722603776,0.8372270466518232,0.13245229017450658,2784.8652825671047,True,0.7416800000000001,3,1.2,True,0.007495842529006414,0.29883040641716385
228,-287.55770506455633,1.9293824289806807e-06,301.04159930702946,298.9921431389457,0.7994561680837227,0.12599251591998323,2649.045803490131,True,0.73728,3,1.2,True,0.007512335051758545,0.29989000907450214
229,-288.0092262151185,1.8329133075316465e-06,302.29159930702946,300.27821047317394,0.7633888338554962,0.11984778856527419,2519.8503183996645,True,0.73272,3,1.2,True,0.007528791446181706,0.2969673122911919
230,-288.45371387734724,1.741267642155064e-06,303.54159930702946,301.5626515747688,0.7289477322607049,0.11400274309217495,2396.9557713054837,True,0.7280000000000001,3,1.2,True,0.007545211948667685,0.29017883476488093
231,-288.8913245686116,1.6542042600473108e-06,304.79159930702946,302.8455401752388,0.6960591317906686,0.10844276384324099,2280.054861843499,True,0.7231200000000001,3,1.2,True,0.007561596793041558,0.2797952116722631
232,-289.32220366479976,1.571494047044945e-06,306.04159930702946,304.1269465996994,0.6646527073300568,0.10315394797503305,2168.8552768648196,True,0.71808,3,1.2,True,0.007577946210600543,0.2662304052986238
233,-289.7464858853214,1.492919344692698e-06,307.29159930702946,305.40693793144123,0.6346613755882242,0.09812307069376949,2063.078959500661,True,0.7128800000000001,3,1.2,True,0.0075942604301520965,0.2500252016678587
234,-290.1642957591788,1.418273377458063e-06,308.54159930702946,306.68557816782715,0.6060211392022962,0.0933375521864543,1962.4614138753898,True,0.70752,3,1.2,True,0.007610539678051267,0.23182565111024817
235,-290.57574807271055,1.3473597085851598e-06,309.79159930702946,307.9629283680409,0.5786709389885702,0.08878542616479453,1866.751043729086,True,0.7020000000000001,3,1.2,True,0.007626784178237343,0.21235731227452243
236,-290.98094829960337,1.2799917231559017e-06,311.04159930702946,309.23904679317343,0.5525525138560142,0.08445530994324796,1775.7085232958905,True,0.69632,3,1.2,True,0.007642994152269792,0.19239632639416465
237,-291.3799930137536,1.2159921369981065e-06,312.29159930702946,310.5139890390997,0.5276102679297365,0.08033637597638196,1689.106198864959,True,0.69048,3,1.2,True,0.007659169819363519,0.17273847498569195
238,-291.7729702855551,1.155192530148201e-06,313.54159930702946,311.7878081625658,0.5037911444636632,0.07641832478437176,1606.7275195276393,True,0.6844800000000001,3,1.2,True,0.0076753113964234555,0.15416745455082342
239,-292.1599600621711,1.097432903640791e-06,314.79159930702946,313.060554800879,0.4810445061504557,0.07269135919893735,1528.3664956874352,True,0.67832,3,1.2,True,0.007691419098078491,0.1374236330700521
240,-292.5410345323421,1.0425612584587514e-06,316.04159930702946,314.33227728556625,0.459322021463213,0.06914615986532105,1453.827183978747,True,0.672,3,1.2,True,0.007707493136714772,0.12317453386763333
241,-292.9162584762665,9.904331955358139e-07,317.29159930702946,315.60302175034155,0.4385775566879162,0.06577386193904786,1382.923197306421,True,0.6655200000000001,3,1.2,True,0.0077235337225083755,0.11198822356313382
242,-293.28568960107793,9.409115357590231e-07,318.54159930702946,316.8728322337014,0.41876707332809,0.0625660329191978,1315.4772387809571,True,0.65888,3,1.2,True,0.007739541063457371,0.10431066504795103
243,-293.64937886243337,8.938659589710718e-07,319.79159930702946,318.1417507764455,0.3998485305839107,0.05951465156276279,1251.3206583839558,True,0.6520800000000001,3,1.2,True,0.00775551536541329,0.10044793835214846
244,-294.00737077270816,8.491726610225183e-07,321.04159930702946,319.4098175144023,0.381781792627191,0.05661208782736182,1190.2930312552558,True,0.64512,3,1.2,True,0.007771456832112007,0.10055403819954854
245,-294.35970369628774,8.067140279713924e-07,322.29159930702946,320.67707076661804,0.3645285404113926,0.053851083792162004,1132.2417565472365,True,0.638,3,1.2,True,0.007787365665204067,0.10462473472405281
246,-294.7064101324266,7.663783265728227e-07,323.54159930702946,321.94354711925723,0.34805218777224334,0.05122473550929685,1077.02167584324,True,0.6307200000000001,3,1.2,True,0.007803242064284431,0.11249774210105534
247,-295.04751698613643,7.280594102441815e-07,324.79159930702946,323.2092815054397,0.3323178015897229,0.048726475740401676,1024.4947101859368,True,0.6232800000000001,3,1.2,True,0.007819086226921707,0.12385918837114639
248,-295.38304582754984,6.916564397319723e-07,326.04159930702946,324.47430728123317,0.3172920257962839,0.046350057535097654,974.5295148080335,True,0.6156800000000001,3,1.2,True,0.007834898348686822,0.13825612852465383
249,-295.71301314019456,6.570736177453737e-07,327.29159930702946,325.7386562980002,0.30294300902923943,0.04408953861036291,927.0011507019531,True,0.60792,3,1.2,True,0.0078506786231812,0.15511460198983018
250,-296.03743055859957,6.242199368581049e-07,328.54159930702946,327.00235897129204,0.28924033573740243,0.04193926649173067,881.7907722072582,True,0.6000000000000001,3,1.2,True,0.007866427242064407,0.17376251462960712
251,-296.3563050956418,5.930089400151997e-07,329.79159930702946,328.2654443464661,0.2761549605633421,0.03989386437915948,838.7853298346134,True,0.59192,3,1.2,True,0.007882144395081316,0.1934564330139293
252,-296.6696393600304,5.633584930144397e-07,331.04159930702946,329.52794016119634,0.26365914583312433,0.03794821770223348,797.8772875831896,True,0.5836800000000001,3,1.2,True,0.00789783027008878,0.21341122276456642
253,-296.9774317643113,5.351905683637176e-07,332.29159930702946,330.78987290503426,0.25172640199518964,0.03609746133107262,758.9643540446696,True,0.57528,3,1.2,True,0.00791348505308182,0.23283134938514036
254,-297.279676723765,5.084310399455317e-07,333.54159930702946,332.05126787617036,0.24033143085911934,0.03433696741097477,721.9492266214523,True,0.56672,3,1.2,True,0.00792910892821937,0.25094259371104355
255,-297.576364846557,4.83009487948255e-07,334.79159930702946,333.3121492355359,0.22945007149356356,0.032662333790369015,686.7393482194954,True,0.558,3,1.2,True,0.007944702077849546,0.2670229175843375
256,-297.86748311548774,4.588590135508423e-07,336.04159930702946,334.57254005837893,0.21905924865051798,0.031069373013144237,653.2466758073803,True,0.5491199999999999,3,1.2,True,0.007960264682534473,0.2804312492365914
257,-298.1530150616794,4.3591606287330014e-07,337.29159930702946,335.8324623834389,0.20913692359056585,0.029554101847828456,621.3874602628847,True,0.54008,3,1.2,True,0.007975796921074686,0.2906330407972667
258,-298.4329409305248,4.1412025972963507e-07,338.54159930702946,337.0919372598388,0.1996620471906288,0.028112731327435737,591.0820369565691,True,0.53088,3,1.2,True,0.007991298970533089,0.29722157903045393
259,-298.7072378402105,3.934142467431533e-07,339.79159930702946,338.3509847918072,0.19061451522225611,0.02674165727507576,562.2546265487147,True,0.5215200000000001,3,1.2,True,0.008006771006258514,0.29993419970813107
260,-298.9758799331187,3.7374353440599567e-07,341.04159930702946,339.6096241813349,0.1819751256945647,0.025437451291634727,534.8331455015151,True,0.512,3,1.2,True,0.008022213201908856,0.29866275920404856
261,-299.2388385203998,3.5505635768569585e-07,342.29159930702946,340.8678737688678,0.17372553816163036,0.024196852182992248,508.7490258326945,True,0.50232,3,1.2,True,0.008037625729473818,0.2934579458388415
262,-299.4960822199968,3.37303539801411e-07,343.54159930702946,342.12575107212996,0.16584823489947773,0.023016757805337906,483.9370436598449,True,0.49248,3,1.2,True,0.008053008759297254,0.28452725909664234
263,-299.7475770883947,3.204383628113405e-07,344.79159930702946,343.38327282316664,0.15832648386282883,0.021894217308196167,460.3351561067581,True,0.48248,3,1.2,True,0.008068362460099142,0.2722267372754513
264,-299.99328674635524,3.044164446707734e-07,346.04159930702946,344.640455003693,0.1511443033364793,0.020826423755763674,437.88434616392334,True,0.4723200000000001,3,1.2,True,0.00808368699899717,0.2570467633637372
265,-300.2331724988914,2.891956224372347e-07,347.29159930702946,345.89731287882887,0.14428642820060306,0.019810707108108006,416.52847511527347,True,0.46199999999999997,3,1.2,True,0.008098982541527956,0.23959251501818343
266,-300.46719344972314,2.7473584131537296e-07,348.54159930702946,347.153861029296,0.1377382777334469,0.01884452754467745,396.2141421621601,True,0.45152000000000003,3,1.2,True,0.00811424925166792,0.22055983804026014
267,-300.6953066104483,2.609990492496043e-07,349.79159930702946,348.41011338215066,0.13148592487880073,0.01792546911342708,376.89055089354895,True,0.44087999999999994,3,1.2,True,0.008129487291853782,0.2007075051999924
268,-300.91746700465615,2.479490967871241e-07,351.04159930702946,349.66608324012014,0.12551606690931946,0.01705123368968048,358.5093822685416,True,0.4300799999999999,3,1.2,True,0.00814469682300274,0.18082696636006343
269,-301.13362776719674,2.355516419477679e-07,352.29159930702946,350.9217833096092,0.11981599742025546,0.016219635229621367,341.02467379360957,True,0.41912000000000005,3,1.2,True,0.008159878004532281,0.16171079586735163
270,-301.343740238818,2.2377405985037947e-07,353.54159930702946,352.17722572743804,0.11437357959144295,0.015428594304045687,324.3927045924273,True,0.40800000000000003,3,1.2,True,0.008175030994379684,0.1441210951148384
271,-301.5477540563684,2.1258535685786048e-07,354.79159930702946,353.432422086371,0.10917722065847187,0.014676132898705735,308.5718860809137,True,0.39672,3,1.2,True,0.008190155949021194,0.1287591099640146
272,-301.74561723875905,2.0195608901496743e-07,356.04159930702946,354.68738345949254,0.10421584753691654,0.013960369468244554,293.5226579741147,True,0.38528000000000007,3,1.2,True,0.008205253023490868,0.11623727428529686
273,-301.93727626887005,1.9185828456421904e-07,357.29159930702946,355.94212042348323,0.09947888354624601,0.013279514231352676,279.20738936489107,True,0.37368000000000007,3,1.2,True,0.008220322371399117,0.10705479415225841
274,-302.12267617157863,1.822653703360081e-07,358.54159930702946,357.1966430808468,0.09495622618265653,0.012631864695382864,265.5902846270535,True,0.36192,3,1.2,True,0.008235364144950942,0.10157774607081113
275,-302.3017605880801,1.7315210181920769e-07,359.79159930702946,358.45096108113694,0.09063822589253669,0.012015801399231935,252.63729390765727,True,0.35000000000000003,3,1.2,True,0.008250378494963873,0.10002448266413802
276,-302.47447184666527,1.6449449672824729e-07,361.04159930702946,359.70508364122884,0.08651566580061515,0.011429783863844665,240.31602798463868,True,0.33792,3,1.2,True,0.008265365570885605,0.1024569276426569
277,-302.6407510301121,1.5626977189183493e-07,362.29159930702946,360.95901956468043,0.08257974234905223,0.010872346740213994,228.5956772768933,True,0.32568,3,1.2,True,0.008280325520811357,0.10877810710109836
278,-302.80053803984185,1.4845628329724317e-07,363.54159930702946,362.2127772602236,0.07882204680583625,0.01034209614524538,217.44693480427986,True,0.31328,3,1.2,True,0.00829525849150095,0.11873601556208922
