Time,Avg_Intelligence,Avg_Knowledge,Truth_Adoption,Apparent_Truth,Truth_Distortion,Avg_Suppression,Event_Horizon,Beyond_Horizon,Lifecycle_Intensity,Lifecycle_Phase,Inflation_Multiplier,Is_Inflating,Dark_Energy_Effect,Background_Knowledge,Knowledge_Suppression_Ratio,Critical_Transition
111,0.0,1.651638487474816e-05,40.0007999618284,40.00106662051153,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0006963319449749508,0.29506983856860286,10.0,False
112,0.0,1.4864746387273346e-05,40.00059996937149,40.0007999618284,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0007307418922078299,0.27611893955424394,10.0,False
113,0.0,1.3378271748546012e-05,40.000449975903734,40.00059996937149,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0007641679185071855,0.25875265320814556,10.0,False
114,0.0,1.204044457369141e-05,40.000337481295055,40.000449975903734,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0007967375992646626,0.24366614177362245,10.0,False
115,0.0,1.0836400116322269e-05,40.000253110615375,40.000337481295055,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0008285555121968379,0.23146366752462832,10.0,False
116,0.0,9.752760104690043e-06,40.00018983276133,40.000253110615375,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0008597085857137232,0.22263450290194947,10.0,False
117,0.0,8.77748409422104e-06,40.000142374458385,40.00018983276133,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0008902699530487591,0.21753342492752303,10.0,False
118,0.0,7.899735684798935e-06,40.00010678078044,40.000142374458385,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0009203017919092946,0.21636657152313754,10.0,False
119,0.0,7.109762116319042e-06,40.0000800855497,40.00010678078044,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0009498574574982252,0.2191832235975672,10.0,False
120,0.0,6.398785904687138e-06,40.00006006414223,40.0000800855497,0.0,0.0,15.0,True,2.0,2,1.18,True,0.0009789831121970827,0.2258738405244926,10.0,False
